"","Well","replno","smpltp","templvol","QtyID","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","qpcrno","MONISprojectno","AssayID","speciesabbr","plateno","qpcrrundate","Cq","gen_specnm","Genus","species","dk_comnm","smpltp2","MST.y.m","ssn","Wellname.ssn.no1","gen_specnm.ssn","locnm","colldate","volfilt_mL","declat","declon","Welltype","Harbour","Harbour.Welltype","col.06","qpcr.rplno","welltp","qpcrno.plateno","spec.lat","mx.Cq.lod","intc5","lod.val","loq.val","rEffic","ampF","intc2","slo3","RSqdRn.1","templvol","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L"
"289","A1",1,"std3E5","3uL","QtyorID","Standard",1,0.0326,18.85,3e+05,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","18.85","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E5",NA,NA,"A1.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.1","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"290","A2",1,"std3E5","3uL","QtyorID","Standard",1,0.0326,19.07,3e+05,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","19.07","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E5",NA,NA,"A2.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.1","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"291","A3",1,"std3E5","3uL","QtyorID","Standard",1,0.0326,19.17,3e+05,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","19.17","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E5",NA,NA,"A3.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.1","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"292","B1",2,"std3E4","3uL","QtyorID","Standard",2,0.0326,22.76,30000,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","22.76","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E4",NA,NA,"B1.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.2","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"293","B2",2,"std3E4","3uL","QtyorID","Standard",2,0.0326,22.38,30000,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","22.38","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E4",NA,NA,"B2.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.2","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"294","B3",2,"std3E4","3uL","QtyorID","Standard",2,0.0326,22.4,30000,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","22.40","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E4",NA,NA,"B3.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.2","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"295","C1",3,"std3E3","3uL","QtyorID","Standard",3,0.0326,25.69,3000,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","25.69","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E3",NA,NA,"C1.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.3","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"296","C2",3,"std3E3","3uL","QtyorID","Standard",3,0.0326,25.9,3000,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","25.90","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E3",NA,NA,"C2.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.3","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"297","C3",3,"std3E3","3uL","QtyorID","Standard",3,0.0326,26.05,3000,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","26.05","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E3",NA,NA,"C3.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.3","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"298","D1",4,"std3E2","3uL","QtyorID","Standard",4,0.0326,29.44,300,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","29.44","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E2",NA,NA,"D1.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.4","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"299","D2",4,"std3E2","3uL","QtyorID","Standard",4,0.0326,29.58,300,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","29.58","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E2",NA,NA,"D2.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.4","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"300","D3",4,"std3E2","3uL","QtyorID","Standard",4,0.0326,29.74,300,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","29.74","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E2",NA,NA,"D3.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.4","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"301","E1",5,"std3E1","3uL","QtyorID","Standard",5,0.0326,33.16,30,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","33.16","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E1",NA,NA,"E1.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.5","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"302","E2",5,"std3E1","3uL","QtyorID","Standard",5,0.0326,32.94,30,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","32.94","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E1",NA,NA,"E2.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.5","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"303","E3",5,"std3E1","3uL","QtyorID","Standard",5,0.0326,32.68,30,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","32.68","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E1",NA,NA,"E3.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.5","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"304","F1",6,"std3E0","3uL","QtyorID","Standard",6,0.0326,35.87,3,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","35.87","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E0",NA,NA,"F1.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.6","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"305","F2",6,"std3E0","3uL","QtyorID","Standard",6,0.0326,35.23,3,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","35.23","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E0",NA,NA,"F2.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.6","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"306","F3",6,"std3E0","3uL","QtyorID","Standard",6,0.0326,37.51,3,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","37.51","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E0",NA,NA,"F3.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr928.6","Standard","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",NA,0,1,0
"313","A4",9,"MST2021-058","3uL","QtyorID","Unknown",9,0.0326,31.47,76.15,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","31.47","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST2021058","MST.2021058.2021.Aug","fall","A4.fall.1","Pseudochattonella_verruculosa.fall","94300001_VEJ0006870","2021-08-30",1500,55.6743833333333,10.0845083333333,"Unknown","94300001_VEJ0006870","94300001_VEJ0006870.Unknown","#F5C710","qpcr928.9","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",6.76888888888889,6768.88888888889,6769.88888888889,3.83058154086558
"314","A5",9,"MST2021-058","3uL","QtyorID","Unknown",9,0.0326,31.6,69.69,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","31.60","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST2021058","MST.2021058.2021.Aug","fall","A5.fall.1","Pseudochattonella_verruculosa.fall","94300001_VEJ0006870","2021-08-30",1500,55.6743833333333,10.0845083333333,"Unknown","94300001_VEJ0006870","94300001_VEJ0006870.Unknown","#F5C710","qpcr928.9","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",6.19466666666667,6194.66666666667,6195.66666666667,3.79208804421927
"315","A6",9,"MST2021-058","3uL","QtyorID","Unknown",9,0.0326,30.82,117.3,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","30.82","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST2021058","MST.2021058.2021.Aug","fall","A6.fall.1","Pseudochattonella_verruculosa.fall","94300001_VEJ0006870","2021-08-30",1500,55.6743833333333,10.0845083333333,"Unknown","94300001_VEJ0006870","94300001_VEJ0006870.Unknown","#F5C710","qpcr928.9","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",10.4266666666667,10426.6666666667,10427.6666666667,4.01818713995495
"316","B4",10,"MST2021-064","3uL","QtyorID","Unknown",10,0.0326,36.6,2.49,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","36.60","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST2021064","MST.2021064.2021.Sep","fall","B4.fall.1","Pseudochattonella_verruculosa.fall","93730002_VIB3708_1","2021-09-02",700,56.954,9.05020833333333,"Unknown","93730002_VIB3708_1","93730002_VIB3708_1.Unknown","#9E9E9E","qpcr928.10","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",0.474285714285714,474.285714285714,475.285714285714,2.67695476085457
"317","B5",10,"MST2021-064","3uL","QtyorID","Unknown",10,0.0326,35.31,5.88,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","35.31","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST2021064","MST.2021064.2021.Sep","fall","B5.fall.1","Pseudochattonella_verruculosa.fall","93730002_VIB3708_1","2021-09-02",700,56.954,9.05020833333333,"Unknown","93730002_VIB3708_1","93730002_VIB3708_1.Unknown","#9E9E9E","qpcr928.10","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",1.12,1120,1121,3.04960561259497
"318","B6",10,"MST2021-064","3uL","QtyorID","Unknown",10,0.0326,37.59,1.29,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","37.59","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST2021064","MST.2021064.2021.Sep","fall","B6.fall.1","Pseudochattonella_verruculosa.fall","93730002_VIB3708_1","2021-09-02",700,56.954,9.05020833333333,"Unknown","93730002_VIB3708_1","93730002_VIB3708_1.Unknown","#9E9E9E","qpcr928.10","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",0.245714285714286,245.714285714286,246.714285714286,2.3921942975532
"322","D4",12,"MST2021-082","3uL","QtyorID","Unknown",12,0.0326,28.65,499.4,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","28.65","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST2021082","MST.2021082.2021.Sep","fall","D4.fall.1","Pseudochattonella_verruculosa.fall","93000005_NOR409","2021-09-07",1500,56.8561,10.7845083333333,"Unknown","93000005_NOR409","93000005_NOR409.Unknown",NA,"qpcr928.12","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",44.3911111111111,44391.1111111111,44392.1111111111,4.64730579882364
"323","D5",12,"MST2021-082","3uL","QtyorID","Unknown",12,0.0326,28.49,556.9,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","28.49","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST2021082","MST.2021082.2021.Sep","fall","D5.fall.1","Pseudochattonella_verruculosa.fall","93000005_NOR409","2021-09-07",1500,56.8561,10.7845083333333,"Unknown","93000005_NOR409","93000005_NOR409.Unknown",NA,"qpcr928.12","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",49.5022222222222,49502.2222222222,49503.2222222222,4.6946334685858
"324","D6",12,"MST2021-082","3uL","QtyorID","Unknown",12,0.0326,28.67,492.9,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","28.67","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST2021082","MST.2021082.2021.Sep","fall","D6.fall.1","Pseudochattonella_verruculosa.fall","93000005_NOR409","2021-09-07",1500,56.8561,10.7845083333333,"Unknown","93000005_NOR409","93000005_NOR409.Unknown",NA,"qpcr928.12","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",43.8133333333333,43813.3333333333,43814.3333333333,4.64161620797589
"331","G4",15,"MST1024","3uL","QtyorID","Unknown",15,0.0326,29.47,288.7,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","29.47","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST0001024","MST.1024.2021.Apr","spri","G4.spri.1","Pseudochattonella_verruculosa.spri","NissumBredning","2021-04-15",1500,56.6008333333333,8.400225,"Unknown","NissumBredning","NissumBredning.Unknown",NA,"qpcr928.15","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",25.6622222222222,25662.2222222222,25663.2222222222,4.40931118459832
"332","G5",15,"MST1024","3uL","QtyorID","Unknown",15,0.0326,29.21,344.1,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","29.21","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST0001024","MST.1024.2021.Apr","spri","G5.spri.1","Pseudochattonella_verruculosa.spri","NissumBredning","2021-04-15",1500,56.6008333333333,8.400225,"Unknown","NissumBredning","NissumBredning.Unknown",NA,"qpcr928.15","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",30.5866666666667,30586.6666666667,30587.6666666667,4.48554634875842
"333","G6",15,"MST1024","3uL","QtyorID","Unknown",15,0.0326,29.48,286.6,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","29.48","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST0001024","MST.1024.2021.Apr","spri","G6.spri.1","Pseudochattonella_verruculosa.spri","NissumBredning","2021-04-15",1500,56.6008333333333,8.400225,"Unknown","NissumBredning","NissumBredning.Unknown",NA,"qpcr928.15","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",25.4755555555556,25475.5555555556,25476.5555555556,4.40614071077735
"335","H5",16,"MST1031","3uL","QtyorID","Unknown",16,0.0326,43.2,0.03043,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","43.20","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST0001031","MST.1031.2021.Mar","spri","H5.spri.1","Pseudochattonella_verruculosa.spri","Isefjordydre","2021-03-17",1500,55.8656666666667,11.7835111111111,"Unknown","Isefjordydre","Isefjordydre.Unknown",NA,"qpcr928.16","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",0.00270488888888889,2.70488888888889,3.70488888888889,0.568775187844087
"355","G7",23,"MST2021-085","3uL","QtyorID","Unknown",23,0.0326,31.77,62.26,0.995,-3.452,"qpcr928","MONIS6","AssID04","Psever","plt02","qpcrrundate20220422","31.77","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","MST2021085","MST.2021085.2021.Sep","fall","G7.fall.1","Pseudochattonella_verruculosa.fall","93000001","2021-09-16",1700,56.1305,11.1501055555556,"Unknown","93000001","93000001.Unknown",NA,"qpcr928.23","Unknown","qpcr928.plt02","Pseudochattonella verruculosa","37.51","36.319","3","3","94.85","1.94847947893067","37.9661524890766","-3.45","99.737","uL",4.88313725490196,4883.13725490196,4884.13725490196,3.68878786006583
