"","speciesabbr","smplNm.x","U_Pr_Nr.x","GnNm.x","SpNm.x","ClNm.x","PhNm.x","speciesNm.x","lokalitet_vanda.x","lon.x","lat.x","Lok_omr01.x","Dato_inds.x","typCnt","mch","molcnt","Dato_inds.dd","Dato_inds.mm","Dato_inds.yy","ssn.smpl","mch.ssn","eDN.lv1.l10","snpb","lon.m","lat.m","uspcAb","MST.n_Dinds","U_Pr_Nr.y","Navn_Inds","skib","Inst","Dato_inds.y","Lok_omr01.y","lokalitet_vanda.y","lok_pos_lat.x","lok_pos_lon.x","max_Dyb","Dyb_Str_m","Vwf_mL","vandsoejllagd","Dyb_lagd01","dato_80C","Temp_Inds","Bemaerkn","MST.nummer.x","smplNm.y","ddlod","qlod","qloq","qloq.unmf","mcp_ddPCR","mcp_qPCR","sdmn_ddPCR","sdmn_qPCR","sdmx_ddPCR","sdmx_qPCR","GnNm.y","SpNm.y","GnNmLt","speciesNm.y","smplTp","ClNm.y","PhNm.y","U_Pr_Nr","Dato_inds","lokalitet_vanda","lok_pos_lat.y","lok_pos_lon.y","Lok_omr01","lat.y","lon.y","MST.nummer.y","Unikt.prøvesæt.nummer","Noter.på.plastic.posen","Konc.målt.på.Qubit._ng.uL","Dato.for.ekstraktion","Ekstraktionsnummer","Noter2","Elueringvolumen.AE.buffer.uL","Sub_Nmb_for_extraction","Dato_for_indsml","X.Noter2","U_Pr_Nr.y.y","MSTno_di"
"94","Mnelei","MST2021-011","MST2021011","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",98210012,11.0846527777778,54.73475,"0401011FemerenBaeltVest","2021-08-31","mcp","ddPCR",10661.9262695312,31,8,2021,"1st_season","ddPCR : 1st_season",4.02787640622058,12,10.8446527777778,54.81475,"Mnelei","MST2021011_2021-08-31","MST2021011","NicolaiEspenhainAnker","ABRA","MSTSTO","2021-08-31","0401011FemerenBaeltVest",98210012,"54.73475","11.0846527777778","51","4.1e+16","1500","nej","_","2021-08-03","170.9",NA,"MST2021011","MST2021-011",1.45512744784355,3,3,3,10661.9262695312,63296.6666666667,10557.4353027344,63042.8294484867,10768.3093261719,63550.5038848466,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021011","2021-08-31",98210012,"54.73475","11.0846527777778","0401011FemerenBaeltVest",54.73475,11.0846527777778,"MST2021-011","5","STO0401011, Ålegræs, 31.08.2021","4.23","2021-dec-08","MST-SX22",NA,"400","22_05","2021-08-31",NA,"MST2021011","MST2021011::2021-08-31"
"95","Mnelei","MST2021-011","MST2021011","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",98210012,11.0846527777778,54.73475,"0401011FemerenBaeltVest","2021-08-31","mcp","ddPCR",10661.9262695312,31,8,2021,"1st_season","ddPCR : 1st_season",4.02787640622058,12,10.8446527777778,54.81475,"Mnelei","MST2021011_2021-08-31","MST2021011","NicolaiEspenhainAnker","ABRA","MSTSTO","2021-08-31","0401011FemerenBaeltVest",98210012,"54.73475","11.0846527777778","51","4.1e+16","1500","nej","_","2021-08-03","170.9",NA,"MST2021011","MST2021-011",1.45512744784355,3,3,3,10661.9262695312,63296.6666666667,10557.4353027344,63042.8294484867,10768.3093261719,63550.5038848466,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021011","2021-08-31",98210012,"54.73475","11.0846527777778","0401011FemerenBaeltVest",54.73475,11.0846527777778,"MST2021-011","19",NA,"2.12","'2023-jan24","MST-SX26",NA,"400","26_19","2022-04-28",NA,"MST2021011","MST2021011::2022-04-28"
"96","Mnelei","MST2021-011","MST2021011","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",98210012,11.0846527777778,54.73475,"0401011FemerenBaeltVest","2021-08-31","mcp","qPCR",63296.6666666667,31,8,2021,"1st_season","qPCR : 1st_season",4.80138770097362,12,10.8446527777778,54.81475,"Mnelei","MST2021011_2021-08-31","MST2021011","NicolaiEspenhainAnker","ABRA","MSTSTO","2021-08-31","0401011FemerenBaeltVest",98210012,"54.73475","11.0846527777778","51","4.1e+16","1500","nej","_","2021-08-03","170.9",NA,"MST2021011","MST2021-011",1.45512744784355,3,3,3,10661.9262695312,63296.6666666667,10557.4353027344,63042.8294484867,10768.3093261719,63550.5038848466,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021011","2021-08-31",98210012,"54.73475","11.0846527777778","0401011FemerenBaeltVest",54.73475,11.0846527777778,"MST2021-011","5","STO0401011, Ålegræs, 31.08.2021","4.23","2021-dec-08","MST-SX22",NA,"400","22_05","2021-08-31",NA,"MST2021011","MST2021011::2021-08-31"
"97","Mnelei","MST2021-011","MST2021011","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",98210012,11.0846527777778,54.73475,"0401011FemerenBaeltVest","2021-08-31","mcp","qPCR",63296.6666666667,31,8,2021,"1st_season","qPCR : 1st_season",4.80138770097362,12,10.8446527777778,54.81475,"Mnelei","MST2021011_2021-08-31","MST2021011","NicolaiEspenhainAnker","ABRA","MSTSTO","2021-08-31","0401011FemerenBaeltVest",98210012,"54.73475","11.0846527777778","51","4.1e+16","1500","nej","_","2021-08-03","170.9",NA,"MST2021011","MST2021-011",1.45512744784355,3,3,3,10661.9262695312,63296.6666666667,10557.4353027344,63042.8294484867,10768.3093261719,63550.5038848466,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021011","2021-08-31",98210012,"54.73475","11.0846527777778","0401011FemerenBaeltVest",54.73475,11.0846527777778,"MST2021-011","19",NA,"2.12","'2023-jan24","MST-SX26",NA,"400","26_19","2022-04-28",NA,"MST2021011","MST2021011::2022-04-28"
"98","Mnelei","MST2021-012","MST2021012","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",95130028,9.66136111111111,55.7021833333333,"VejleFjordindre_VF","2021-04-27","mcp","ddPCR",1.41266882419586,27,4,2021,"2nd_season","ddPCR : 2nd_season",0.38249771242055,12,9.42136111111111,55.7821833333333,"Mnelei","MST2021012_2021-04-27","MST2021012","KRISTIANMCGREGOR","LIVII","MSTSYD","2021-04-27","VejleFjordindre_VF",95130028,"55.7021833333333","9.66136111111111","69","59","1500","nej","na","2021-05-03","81.7",NA,"MST2021012","MST2021-012",1.45512744784355,3,3,3,1.41266882419586,7.93666666666667,0.811183601617815,4.15134853824822,2.25654721260071,11.7219847950851,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021012","2021-04-27",95130028,"55.7021833333333","9.66136111111111","VejleFjordindre_VF",55.7021833333333,9.66136111111111,"MST2021-012","12","Vejle Fjord Bundfauna, 27-04-21","11","2022-feb-01","MST-SX25",NA,"400","25_12","2021-04-27",NA,"MST2021012","MST2021012::2021-04-27"
"99","Mnelei","MST2021-012","MST2021012","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",95130028,9.66136111111111,55.7021833333333,"VejleFjordindre_VF","2021-04-27","mcp","ddPCR",1.41266882419586,27,4,2021,"2nd_season","ddPCR : 2nd_season",0.38249771242055,12,9.42136111111111,55.7821833333333,"Mnelei","MST2021012_2021-04-27","MST2021012","KRISTIANMCGREGOR","LIVII","MSTSYD","2021-04-27","VejleFjordindre_VF",95130028,"55.7021833333333","9.66136111111111","69","59","1500","nej","na","2021-05-03","81.7",NA,"MST2021012","MST2021-012",1.45512744784355,3,3,3,1.41266882419586,7.93666666666667,0.811183601617815,4.15134853824822,2.25654721260071,11.7219847950851,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021012","2021-04-27",95130028,"55.7021833333333","9.66136111111111","VejleFjordindre_VF",55.7021833333333,9.66136111111111,"MST2021-012","4",NA,"0","'2023-jan24","MST-SX26",NA,"400","26_04","2022-05-09",NA,"MST2021012","MST2021012::2022-05-09"
"100","Mnelei","MST2021-012","MST2021012","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",95130028,9.66136111111111,55.7021833333333,"VejleFjordindre_VF","2021-04-27","mcp","qPCR",7.93666666666667,27,4,2021,"2nd_season","qPCR : 2nd_season",0.951175559263217,12,9.42136111111111,55.7821833333333,"Mnelei","MST2021012_2021-04-27","MST2021012","KRISTIANMCGREGOR","LIVII","MSTSYD","2021-04-27","VejleFjordindre_VF",95130028,"55.7021833333333","9.66136111111111","69","59","1500","nej","na","2021-05-03","81.7",NA,"MST2021012","MST2021-012",1.45512744784355,3,3,3,1.41266882419586,7.93666666666667,0.811183601617815,4.15134853824822,2.25654721260071,11.7219847950851,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021012","2021-04-27",95130028,"55.7021833333333","9.66136111111111","VejleFjordindre_VF",55.7021833333333,9.66136111111111,"MST2021-012","12","Vejle Fjord Bundfauna, 27-04-21","11","2022-feb-01","MST-SX25",NA,"400","25_12","2021-04-27",NA,"MST2021012","MST2021012::2021-04-27"
"101","Mnelei","MST2021-012","MST2021012","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",95130028,9.66136111111111,55.7021833333333,"VejleFjordindre_VF","2021-04-27","mcp","qPCR",7.93666666666667,27,4,2021,"2nd_season","qPCR : 2nd_season",0.951175559263217,12,9.42136111111111,55.7821833333333,"Mnelei","MST2021012_2021-04-27","MST2021012","KRISTIANMCGREGOR","LIVII","MSTSYD","2021-04-27","VejleFjordindre_VF",95130028,"55.7021833333333","9.66136111111111","69","59","1500","nej","na","2021-05-03","81.7",NA,"MST2021012","MST2021-012",1.45512744784355,3,3,3,1.41266882419586,7.93666666666667,0.811183601617815,4.15134853824822,2.25654721260071,11.7219847950851,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021012","2021-04-27",95130028,"55.7021833333333","9.66136111111111","VejleFjordindre_VF",55.7021833333333,9.66136111111111,"MST2021-012","4",NA,"0","'2023-jan24","MST-SX26",NA,"400","26_04","2022-05-09",NA,"MST2021012","MST2021012::2022-05-09"
"102","Mnelei","MST2021-013","MST2021013","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",93220011,12.04,55.713,"ROS60","2021-08-25","mcp","ddPCR",3.42714577913285,25,8,2021,"1st_season","ddPCR : 1st_season",0.646123822866716,12,11.8,55.793,"Mnelei","MST2021013_2021-08-25","MST2021013","EmilGuddalLarsen","Mergus","Sjaelland","2021-08-25","ROS60",93220011,"55.713","12.04","48","1","1600","nej",NA,"2021-09-10","17.9",NA,"MST2021013","MST2021-013",1.45512744784355,3,3,3,3.42714577913285,16.5866666666667,2.45191961526871,12.9561111536173,4.63226228952408,20.2172221797161,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021013","2021-08-25",93220011,"55.713","12.04","ROS60",55.713,12.04,"MST2021-013","6",NA,"9.55","2021-dec-08","MST-SX22",NA,"400","22_06","2021-08-25",NA,"MST2021013","MST2021013::2021-08-25"
"103","Mnelei","MST2021-013","MST2021013","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",93220011,12.04,55.713,"ROS60","2021-08-25","mcp","ddPCR",3.42714577913285,25,8,2021,"1st_season","ddPCR : 1st_season",0.646123822866716,12,11.8,55.793,"Mnelei","MST2021013_2021-08-25","MST2021013","EmilGuddalLarsen","Mergus","Sjaelland","2021-08-25","ROS60",93220011,"55.713","12.04","48","1","1600","nej",NA,"2021-09-10","17.9",NA,"MST2021013","MST2021-013",1.45512744784355,3,3,3,3.42714577913285,16.5866666666667,2.45191961526871,12.9561111536173,4.63226228952408,20.2172221797161,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021013","2021-08-25",93220011,"55.713","12.04","ROS60",55.713,12.04,"MST2021-013","15",NA,"17.8","'2023-jan31","MST-SX27",NA,"400","27_15","2022-05-06",NA,"MST2021013","MST2021013::2022-05-06"
"104","Mnelei","MST2021-013","MST2021013","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",93220011,12.04,55.713,"ROS60","2021-08-25","mcp","qPCR",16.5866666666667,25,8,2021,"1st_season","qPCR : 1st_season",1.24518353215467,12,11.8,55.793,"Mnelei","MST2021013_2021-08-25","MST2021013","EmilGuddalLarsen","Mergus","Sjaelland","2021-08-25","ROS60",93220011,"55.713","12.04","48","1","1600","nej",NA,"2021-09-10","17.9",NA,"MST2021013","MST2021-013",1.45512744784355,3,3,3,3.42714577913285,16.5866666666667,2.45191961526871,12.9561111536173,4.63226228952408,20.2172221797161,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021013","2021-08-25",93220011,"55.713","12.04","ROS60",55.713,12.04,"MST2021-013","6",NA,"9.55","2021-dec-08","MST-SX22",NA,"400","22_06","2021-08-25",NA,"MST2021013","MST2021013::2021-08-25"
"105","Mnelei","MST2021-013","MST2021013","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",93220011,12.04,55.713,"ROS60","2021-08-25","mcp","qPCR",16.5866666666667,25,8,2021,"1st_season","qPCR : 1st_season",1.24518353215467,12,11.8,55.793,"Mnelei","MST2021013_2021-08-25","MST2021013","EmilGuddalLarsen","Mergus","Sjaelland","2021-08-25","ROS60",93220011,"55.713","12.04","48","1","1600","nej",NA,"2021-09-10","17.9",NA,"MST2021013","MST2021-013",1.45512744784355,3,3,3,3.42714577913285,16.5866666666667,2.45191961526871,12.9561111536173,4.63226228952408,20.2172221797161,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021013","2021-08-25",93220011,"55.713","12.04","ROS60",55.713,12.04,"MST2021-013","15",NA,"17.8","'2023-jan31","MST-SX27",NA,"400","27_15","2022-05-06",NA,"MST2021013","MST2021013::2022-05-06"
"106","Mnelei","MST2021-015","MST2021015","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",91320001,8.21678611111111,56.0778333333333,"RKB1","2021-09-02","mcp","ddPCR",1.22698128223419,2,9,2021,"1st_season","ddPCR : 1st_season",0.347716566806572,12,7.97678611111111,56.1578333333333,"Mnelei","MST2021015_2021-09-02","MST2021015","BentJensen","Penelope","MST_MJL","2021-09-02","RKB1",91320001,"56.0778333333333","8.21678611111111","32","1","925","nej","na","2021-09-08","17.5",NA,"MST2021015","MST2021-015",1.45512744784355,3,3,3,1.22698128223419,5.66666666666667,0.63758932054043,3.54569204792807,2.10074797272682,7.78764128540526,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021015","2021-09-02",91320001,"56.0778333333333","8.21678611111111","RKB1",56.0778333333333,8.21678611111111,"MST2021-015","3","RKBI_2_9_21, RKBI, 02-09-2021, Fytoplankton","5.4","2021-nov-24","MST-SX21",NA,"400","21_03","2021-09-02",NA,"MST2021015","MST2021015::2021-09-02"
"107","Mnelei","MST2021-015","MST2021015","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",91320001,8.21678611111111,56.0778333333333,"RKB1","2021-09-02","mcp","ddPCR",1.22698128223419,2,9,2021,"1st_season","ddPCR : 1st_season",0.347716566806572,12,7.97678611111111,56.1578333333333,"Mnelei","MST2021015_2021-09-02","MST2021015","BentJensen","Penelope","MST_MJL","2021-09-02","RKB1",91320001,"56.0778333333333","8.21678611111111","32","1","925","nej","na","2021-09-08","17.5",NA,"MST2021015","MST2021-015",1.45512744784355,3,3,3,1.22698128223419,5.66666666666667,0.63758932054043,3.54569204792807,2.10074797272682,7.78764128540526,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021015","2021-09-02",91320001,"56.0778333333333","8.21678611111111","RKB1",56.0778333333333,8.21678611111111,"MST2021-015","25",NA,"7.8","'2023-jan24","MST-SX26",NA,"400","26_25","2022-04-29",NA,"MST2021015","MST2021015::2022-04-29"
"108","Mnelei","MST2021-015","MST2021015","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",91320001,8.21678611111111,56.0778333333333,"RKB1","2021-09-02","mcp","qPCR",5.66666666666667,2,9,2021,"1st_season","qPCR : 1st_season",0.823908740944319,12,7.97678611111111,56.1578333333333,"Mnelei","MST2021015_2021-09-02","MST2021015","BentJensen","Penelope","MST_MJL","2021-09-02","RKB1",91320001,"56.0778333333333","8.21678611111111","32","1","925","nej","na","2021-09-08","17.5",NA,"MST2021015","MST2021-015",1.45512744784355,3,3,3,1.22698128223419,5.66666666666667,0.63758932054043,3.54569204792807,2.10074797272682,7.78764128540526,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021015","2021-09-02",91320001,"56.0778333333333","8.21678611111111","RKB1",56.0778333333333,8.21678611111111,"MST2021-015","3","RKBI_2_9_21, RKBI, 02-09-2021, Fytoplankton","5.4","2021-nov-24","MST-SX21",NA,"400","21_03","2021-09-02",NA,"MST2021015","MST2021015::2021-09-02"
"109","Mnelei","MST2021-015","MST2021015","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",91320001,8.21678611111111,56.0778333333333,"RKB1","2021-09-02","mcp","qPCR",5.66666666666667,2,9,2021,"1st_season","qPCR : 1st_season",0.823908740944319,12,7.97678611111111,56.1578333333333,"Mnelei","MST2021015_2021-09-02","MST2021015","BentJensen","Penelope","MST_MJL","2021-09-02","RKB1",91320001,"56.0778333333333","8.21678611111111","32","1","925","nej","na","2021-09-08","17.5",NA,"MST2021015","MST2021-015",1.45512744784355,3,3,3,1.22698128223419,5.66666666666667,0.63758932054043,3.54569204792807,2.10074797272682,7.78764128540526,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021015","2021-09-02",91320001,"56.0778333333333","8.21678611111111","RKB1",56.0778333333333,8.21678611111111,"MST2021-015","25",NA,"7.8","'2023-jan24","MST-SX26",NA,"400","26_25","2022-04-29",NA,"MST2021015","MST2021015::2022-04-29"
"110","Mnelei","MST2021-019","MST2021019","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",93000005,10.7834722222222,56.8566666666667,"NOR409_aalborgBugt","2021-05-25","mcp","ddPCR",2.55726665258408,25,5,2021,"2nd_season","ddPCR : 2nd_season",0.551116421105191,12,10.5434722222222,56.9366666666667,"Mnelei","MST2021019_2021-05-25","MST2021019","ALKRI_NICRA","Sif","MST_NJL","2021-05-25","NOR409_aalborgBugt",93000005,"56.8566666666667","10.7834722222222","146","1","1650","ja","11m","2021-05-31","88",NA,"MST2021019","MST2021-019",1.45512744784355,3,3,3,2.55726665258408,14.0033333333333,1.75288647413254,10.1336778792479,3.5769671201706,17.8729887874188,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021019","2021-05-25",93000005,"56.8566666666667","10.7834722222222","NOR409_aalborgBugt",56.8566666666667,10.7834722222222,"MST2021-019","21","NOR409, plankton, 12.05.21","3.86","2022-jan-11","MST-SX24",NA,"400","24_21","2021-05-25",NA,"MST2021019","MST2021019::2021-05-25"
"111","Mnelei","MST2021-019","MST2021019","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",93000005,10.7834722222222,56.8566666666667,"NOR409_aalborgBugt","2021-05-25","mcp","ddPCR",2.55726665258408,25,5,2021,"2nd_season","ddPCR : 2nd_season",0.551116421105191,12,10.5434722222222,56.9366666666667,"Mnelei","MST2021019_2021-05-25","MST2021019","ALKRI_NICRA","Sif","MST_NJL","2021-05-25","NOR409_aalborgBugt",93000005,"56.8566666666667","10.7834722222222","146","1","1650","ja","11m","2021-05-31","88",NA,"MST2021019","MST2021-019",1.45512744784355,3,3,3,2.55726665258408,14.0033333333333,1.75288647413254,10.1336778792479,3.5769671201706,17.8729887874188,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021019","2021-05-25",93000005,"56.8566666666667","10.7834722222222","NOR409_aalborgBugt",56.8566666666667,10.7834722222222,"MST2021-019","6",NA,"4.94","'2023-jan24","MST-SX26",NA,"400","26_06","2022-04-29",NA,"MST2021019","MST2021019::2022-04-29"
"112","Mnelei","MST2021-019","MST2021019","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",93000005,10.7834722222222,56.8566666666667,"NOR409_aalborgBugt","2021-05-25","mcp","qPCR",14.0033333333333,25,5,2021,"2nd_season","qPCR : 2nd_season",1.17618775821882,12,10.5434722222222,56.9366666666667,"Mnelei","MST2021019_2021-05-25","MST2021019","ALKRI_NICRA","Sif","MST_NJL","2021-05-25","NOR409_aalborgBugt",93000005,"56.8566666666667","10.7834722222222","146","1","1650","ja","11m","2021-05-31","88",NA,"MST2021019","MST2021-019",1.45512744784355,3,3,3,2.55726665258408,14.0033333333333,1.75288647413254,10.1336778792479,3.5769671201706,17.8729887874188,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021019","2021-05-25",93000005,"56.8566666666667","10.7834722222222","NOR409_aalborgBugt",56.8566666666667,10.7834722222222,"MST2021-019","21","NOR409, plankton, 12.05.21","3.86","2022-jan-11","MST-SX24",NA,"400","24_21","2021-05-25",NA,"MST2021019","MST2021019::2021-05-25"
"113","Mnelei","MST2021-019","MST2021019","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",93000005,10.7834722222222,56.8566666666667,"NOR409_aalborgBugt","2021-05-25","mcp","qPCR",14.0033333333333,25,5,2021,"2nd_season","qPCR : 2nd_season",1.17618775821882,12,10.5434722222222,56.9366666666667,"Mnelei","MST2021019_2021-05-25","MST2021019","ALKRI_NICRA","Sif","MST_NJL","2021-05-25","NOR409_aalborgBugt",93000005,"56.8566666666667","10.7834722222222","146","1","1650","ja","11m","2021-05-31","88",NA,"MST2021019","MST2021-019",1.45512744784355,3,3,3,2.55726665258408,14.0033333333333,1.75288647413254,10.1336778792479,3.5769671201706,17.8729887874188,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021019","2021-05-25",93000005,"56.8566666666667","10.7834722222222","NOR409_aalborgBugt",56.8566666666667,10.7834722222222,"MST2021-019","6",NA,"4.94","'2023-jan24","MST-SX26",NA,"400","26_06","2022-04-29",NA,"MST2021019","MST2021019::2022-04-29"
"114","Mnelei","MST2021-028","MST2021028","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",92200001,9.90025555555555,57.6078333333333,"HirtshalsNOR7715_92200001","2021-09-27","mcp","ddPCR",57.381434440613,27,9,2021,"1st_season","ddPCR : 1st_season",1.76627476146374,12,9.66025555555555,57.6878333333333,"Mnelei","MST2021028_2021-09-27","MST2021028","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2021-09-27","HirtshalsNOR7715_92200001",92200001,"57.6078333333333","9.90025555555555","18",NA,"1200","nej",NA,"2021-10-09","15","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete","MST2021028","MST2021-028",1.45512744784355,3,3,3,57.381434440613,293.033333333333,52.584891319275,252.853072839736,62.181887626648,333.213593826931,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021028","2021-09-27",92200001,"57.6078333333333","9.90025555555555","HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,"MST2021-028","6","'eDNA Hirtshals_27_9_21","0.58","2021-nov-24","MST-SX21",NA,"400","21_06","2021-09-27",NA,"MST2021028","MST2021028::2021-09-27"
"115","Mnelei","MST2021-028","MST2021028","Mnemiopsis","leidyi","Tentaculata","Ctenophora","M. leidyi",92200001,9.90025555555555,57.6078333333333,"HirtshalsNOR7715_92200001","2021-09-27","mcp","ddPCR",57.381434440613,27,9,2021,"1st_season","ddPCR : 1st_season",1.76627476146374,12,9.66025555555555,57.6878333333333,"Mnelei","MST2021028_2021-09-27","MST2021028","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2021-09-27","HirtshalsNOR7715_92200001",92200001,"57.6078333333333","9.90025555555555","18",NA,"1200","nej",NA,"2021-10-09","15","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete","MST2021028","MST2021-028",1.45512744784355,3,3,3,57.381434440613,293.033333333333,52.584891319275,252.853072839736,62.181887626648,333.213593826931,"Mnemiopsis","leidyi","M","M. leidyi","MST","Tentaculata","Ctenophora","MST2021028","2021-09-27",92200001,"57.6078333333333","9.90025555555555","HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,"MST2021-028","21","'9/5-22,MST2021-029,91500007","14.6","'2023-jan31","MST-SX27",NA,"400","27_21","2022-05-09",NA,"MST2021028","MST2021028::2022-05-09"
